DeclarationNumber,DeclarantIdentification,PointOfClearance,ErrorCode,ErrorDescription,ErrorPointer,RejectionTimestamp
DK220653822,DK8588769565,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-15 08:18:39
DK220624791,DK9573276057,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-06-15 08:30:37
DK220638807,DK9639245200,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-06-15 08:39:01
DK220656922,DK5774080233,CO000002,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2022-06-15 08:53:05
DK220611595,DK1311570307,CO000002,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2022-06-15 12:40:20
DK220664685,DK3660223333,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-15 13:23:17
DK220640880,DK5710360983,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-15 13:37:51
DK220617861,DK5693307665,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-15 14:21:07
DK220650499,DK4712367625,CO000002,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-06-15 14:25:03
DK220642458,DK1519709079,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-15 14:47:23
DK220616767,DK3376077463,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-16 05:46:44
DK220675371,DK3555656321,CO000003,TMSV9999,Unknown error result,,2022-06-16 06:18:11
DK220670846,DK3030106617,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-16 08:11:14
DK220647130,DK2139027119,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-06-16 08:40:53
DK220640773,DK1983297492,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-06-16 09:04:38
DK220680785,DK5607762160,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-16 09:11:15
DK220628479,DK6242173772,CO000003,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2022-06-16 10:02:28
DK220637631,DK9703905715,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-06-16 10:12:09
DK220682511,DK4882343658,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-16 10:13:46
DK220616972,DK8737025391,CO000001,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-06-16 10:47:18
DK220667529,DK2094024844,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-16 11:21:02
DK220617007,DK5078551333,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-16 11:27:19
DK220624450,DK2139027119,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-16 12:14:41
DK220679172,DK3799264931,CO000003,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2022-06-16 13:57:39
DK220673532,DK4776436931,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-06-16 14:12:17
DK220637048,DK7483366056,CO000002,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-06-16 14:42:13
DK220627655,DK4482238042,CO000002,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2022-06-16 14:47:19
DK220699526,DK9904586976,CO000001,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-06-16 15:14:53
DK220643689,DK4633987776,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-16 17:09:35
DK220625537,DK7462972995,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-16 18:45:04
DK220610097,DK9922723063,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-17 07:00:32
DK220618306,DK2627677155,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-17 07:16:05
DK220618166,DK2970753705,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-17 07:45:16
DK220638506,DK9786748825,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-06-17 08:45:10
DK220690824,DK1104906255,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-06-17 08:46:25
DK220677310,DK3555656321,CO000003,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2022-06-17 08:50:04
DK220640937,DK4332894265,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-17 09:46:54
DK220625676,DK9922723063,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-17 09:59:21
DK220623291,DK1106456634,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-17 10:10:28
DK220685532,DK8737025391,CO000002,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2022-06-17 10:20:38
DK220614821,DK5607762160,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-06-17 10:31:53
DK220693024,DK1965067727,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-17 12:39:08
DK220698278,DK5284391408,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-06-17 13:30:07
DK220688894,DK2149938334,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-17 14:28:09
DK220675094,DK8168204967,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-06-17 14:53:53
DK220679729,DK9703905715,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-06-17 16:30:59
DK220623288,DK2825989011,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-06-18 09:42:59
DK220630602,DK7519578899,CO000002,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-06-18 11:48:06
DK220657587,DK1676168421,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-19 19:06:45
DK220667571,DK3710566582,CO000003,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2022-06-20 07:54:11
DK220674282,DK2232285036,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-06-20 07:59:50
DK220686635,DK2139027119,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-20 08:31:57
DK220653639,DK4034047118,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-20 08:46:17
DK220656032,DK4993808565,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-06-20 09:25:52
DK220623186,DK2785736751,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-06-20 11:21:08
DK220611200,DK4776436931,CO000001,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2022-06-20 11:26:06
DK220620879,DK5278201677,CO000002,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2022-06-20 13:48:30
DK220689623,DK3710566582,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-06-20 13:50:53
DK220690840,DK8377088167,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-20 14:07:44
DK220616138,DK2867302554,CO000001,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2022-06-20 14:28:30
DK220694122,DK8934927891,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-06-20 14:41:48
DK220620939,DK8737025391,CO000003,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-06-20 15:07:07
DK220668527,DK8377088167,CO000002,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-20 15:12:39
DK220616815,DK9691572571,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-20 15:42:18
DK220692514,DK2139027119,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-20 16:49:57
DK220638894,DK2503068227,CO000003,CWM12072,Gross mass should be greater or equal than the sum of all individual gross mass,Import_Declaration.TotalGrossMass,2022-06-20 18:28:14
DK220661045,DK7625464411,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-20 23:56:36
DK220654780,DK5033992825,CO000003,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-06-21 01:24:47
DK220655857,DK3319936135,CO000001,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-06-21 07:31:17
DK220683927,DK4274958945,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-21 07:35:31
DK220670243,DK1519709079,CO000001,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2022-06-21 07:44:04
DK220639050,DK2566942273,CO000001,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ExporterIdentification,2022-06-21 08:10:09
DK220644310,DK8507497883,CO000002,CWM10023,Wrong procedure category,Import_Declaration.AdditionalCode,2022-06-21 08:13:22
DK220690398,DK6231117883,CO000002,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2022-06-21 08:20:53
DK220690823,DK5296710795,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-21 08:41:35
DK220611808,DK8934927891,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-21 08:53:19
DK220648830,DK6756332150,CO000001,CWM10039,The LRN maximum allowed length is 20 characters,Import_Declaration.LRN,2022-06-21 09:30:21
DK220627201,DK4882343658,CO000003,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-21 10:37:40
DK220628671,DK3555656321,CO000003,CWM12006,Authorization warning: invalid import/export license number,Import_Declaration.ImporterIdentification,2022-06-21 11:51:59
DK220615584,DK6461974809,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-06-21 12:18:58
DK220630579,DK9703905715,CO000002,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-06-21 13:00:49
DK220683395,DK9904586976,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-21 13:30:41
DK220634955,DK1041531046,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-21 14:12:54
DK220654412,DK2960488639,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-21 16:34:24
DK220662188,DK3792347639,CO000003,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-21 18:08:22
DK220619544,DK5570828113,CO000002,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2022-06-21 18:41:55
DK220641940,DK4993808565,CO000003,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-06-21 19:14:15
DK220645897,DK8033702319,CO000001,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2022-06-22 00:12:05
DK220641983,DK6204041308,CO000002,CWM12070,Total number of packages should be greater than zero if there is at least one package for declared items,Import_Declaration.TotalPackages,2022-06-22 08:17:22
DK220671424,DK3710566582,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-22 08:25:29
DK220681402,DK4034047118,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-22 09:01:21
DK220623418,DK6124453431,CO000002,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-06-22 09:16:19
DK220651261,DK3799264931,CO000002,CWM10036,Procedure Category is not equivalent to the appropriate regime,Import_Declaration.DeclarationType,2022-06-22 13:03:03
DK220696195,DK8664882079,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-22 14:08:25
DK220689073,DK4993808565,CO000002,CWM20003,LRN is empty. Please fill in all the required fields.,Import_Declaration.LRN,2022-06-22 15:06:09
DK220696983,DK8664882079,CO000003,CWM10022,Prelodged declaration already processed,Import_Declaration.DeclarationNumber,2022-06-22 17:46:30
DK220684617,DK2452066459,CO000003,CWM20006,Service is temporarily unavailable.,,2022-06-22 21:14:20
DK220665994,DK4713453204,CO000003,CWM20006,Service is temporarily unavailable.,,2022-06-22 21:21:16
DK220620863,DK7648059419,CO000003,CWM20006,Service is temporarily unavailable.,,2022-06-22 21:44:02
DK220696146,DK1311570307,CO000003,CWM20006,Service is temporarily unavailable.,,2022-06-22 21:45:07
DK220668192,DK3980491761,CO000003,CWM20006,Service is temporarily unavailable.,,2022-06-22 21:51:45
DK220611862,DK8854238082,CO000003,CWM20006,Service is temporarily unavailable.,,2022-06-22 22:05:35
DK220688454,DK7483366056,CO000003,CWM20006,Service is temporarily unavailable.,,2022-06-22 22:15:27
DK220668274,DK7462972995,CO000003,CWM20006,Service is temporarily unavailable.,,2022-06-22 22:21:50
DK220621596,DK1855256552,CO000003,CWM20006,Service is temporarily unavailable.,,2022-06-22 22:27:28
DK220694454,DK7166868574,CO000003,CWM20006,Service is temporarily unavailable.,,2022-06-22 22:34:44
DK220636964,DK4590711152,CO000003,CWM20006,Service is temporarily unavailable.,,2022-06-22 22:40:13
DK220641272,DK6491309593,CO000003,CWM20006,Service is temporarily unavailable.,,2022-06-22 22:46:17
DK220692545,DK8299146480,CO000003,CWM20006,Service is temporarily unavailable.,,2022-06-22 22:51:10
DK220659490,DK2970753705,CO000003,CWM20006,Service is temporarily unavailable.,,2022-06-22 22:53:15
DK220694515,DK7483366056,CO000001,CWM20002,Declaration Office ID is mandatory,Import_Declaration.PointOfClearance,2022-06-23 08:18:02
DK220658611,DK4919706735,CO000002,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-23 09:56:02
DK220620116,DK8110054933,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-23 11:01:11
DK220633536,DK9703905715,CO000001,TMSV0003,Commodity code can not be declared (unknown commodity code),Declaration_Items.CommodityCode,2022-06-23 11:24:50
DK220641157,DK1519709079,CO000002,CWM10040,Referenced declaration does not exist,Import_Declaration.DeclarationNumber,2022-06-23 12:25:26
DK220666667,DK5161807235,CO000001,TMSV0059,Incomplete commodity code,Declaration_Items.CommodityCode,2022-06-23 12:54:48
